"Denver_Building_Id","Compliance_Status","Property_Name","Street","Zipcode","Year_Built","Address_Source","Address_Type","Master_Property_Type","Primary_Property_Type___EPA_Calculated","Assessor_Sector","Government_Type","Master_Sq_Ft","Reported_for_Year","ENERGY_STAR_Score","Site_Energy_Use__kBtu_","Site_EUI__kBtu_sq_ft_","Weather_Normalized_Site_Energy_Use","Weather_Normalized_Site_EUI__kBtu_sq_ft_","Electricity_use_Grid_Purchase_and_Onsite","Electricity_Use___Grid_Purchase__kWh_","Electricity_Use_Onsite_Renewable__kWh_","Green_Power___Offsite__kWh_","Green_Power___Onsite__kWh_","Natural_Gas_Use__kBtu_","District_Steam_Use__kBtu_","District_Chilled_Water_use__kBtu_","Total_GHG_Emissions__Metric_Tons_C02e_","ENERGY_STAR_Certification_Year_s__Cert","Recent_Energy_Star_Certification"
5376,In Compliance,CubeSmart - Denver Store 6740,3270 Blake Street,80205,2014,Portfolio Manager,Building,Self-Storage Facility,Self-Storage Facility,Commercial,,72532,2020-12-31,0,1067529,14.7,1085311,15,225603,225603,0,0,0,297770,0,0,147,0,0
3106,In Compliance,Grant Street Self Storage,900 N Grant St,80203,1998,Portfolio Manager,Building,Self-Storage Facility,Self-Storage Facility,Commercial,,59141,2020-12-31,0,2796140,47.3,2946533,49.8,486715,486715,0,0,0,1135468,0,0,343.3,0,0
6038,In Compliance,StorQuest Denver/Washington GOBY,4501 North Washington Street,80216,2018,Portfolio Manager,Building,Self-Storage Facility,Self-Storage Facility,,,117981,2020-12-31,0,1150818,9.8,1161914,9.8,144326,144326,0,0,0,658379,0,0,118.9,0,0
2174,In Compliance,Greenbox II,2424 Delgany St,80216,2014,Portfolio Manager,Building,Self-Storage Facility,Self-Storage Facility,Commercial,,97076,2020-12-31,0,686912,7.1,686912,7.1,139516,66521,72995,0,72995,210885,0,0,49.9,0,0
5476,In Compliance,StorQuest Denver/Kalamath GOBY,549 Kalamath Street,80204,2016,Portfolio Manager,Building,Self-Storage Facility,Self-Storage Facility,Commercial,,90639,2020-12-31,0,1297457,14.3,1334098,14.7,199218,199218,0,0,0,617726,0,0,148.6,0,0
6094,In Compliance,Park Ave/Champa Self Storage,2255 Champa St,80205,2018,Portfolio Manager,Building,Self-Storage Facility,Self-Storage Facility,Commercial,,49828,2020-12-31,0,1115899,22.4,1115899,22.4,176793,176793,0,0,0,512680,0,0,130,0,0
5847,In Compliance,00113-Denver/Fox St & W 29th Ave,2900 Fox St,80202,2018,Portfolio Manager,Building,Self-Storage Facility,Self-Storage Facility,Commercial,,225264,2020-12-31,0,2540490,11.3,2524516,11.2,744575,744575,0,0,0,0,0,0,432.9,0,0
2256,In Compliance,U-Haul Moving & Storage At Mile High Station (935061),2000 W Lower Colfax Ave,80204,1976,Portfolio Manager,Building,Self-Storage Facility,Self-Storage Facility,Commercial,,45672,2020-12-31,0,360487,7.9,356716,7.8,105653,105653,0,0,0,0,0,0,61.4,0,0
4809,In Compliance,26409-Denver/Quebec & I25 & I225,4405 South Quebec,80237,2000,Portfolio Manager,Building,Self-Storage Facility,Self-Storage Facility,Commercial,,90825,2020-12-31,0,373294,4.1,378812,4.2,91147,91147,0,0,0,62300,0,0,56.3,0,0
2177,In Compliance,LoDo Self Storage - 2177,3275 Denargo St.,80216,1997,Portfolio Manager,Building,Self-Storage Facility,Self-Storage Facility,Commercial,,49000,2020-12-31,0,1752453,35.8,1784399,36.4,287651,287651,0,0,0,770988,0,0,208.2,0,0
3854,In Compliance,20164-Denver / S.federal Blvd,2190 S Federal Blvd,80219,1993,Portfolio Manager,Building,Self-Storage Facility,Self-Storage Facility,Commercial,,78571,2020-12-31,0,321373,4.1,329599,4.2,70713,70713,0,0,0,80100,0,0,45.4,0,0
5500,In Compliance,23714-Denver/6th&sheridan Blvd,680 Sheridan Blvd,80214,2001,Portfolio Manager,Building,Self-Storage Facility,Self-Storage Facility,Commercial,,111300,2020-12-31,0,233932,2.1,236802,2.1,40572,40572,0,0,0,95500,0,0,28.7,0,0
3670,In Compliance,CubeSmart - Denver Store 6742,1699 South Broadway,80210,1999,Portfolio Manager,Building,Self-Storage Facility,Self-Storage Facility,Commercial,,85664,2020-12-31,0,859690,10,921641,10.8,128361,128361,0,0,0,421722,0,0,97,0,0
1790,In Compliance,Advanced Storage Stapleton,2955 Ulster St,80238,2007,Portfolio Manager,Building,Self-Storage Facility,Self-Storage Facility,Commercial,,89000,2020-12-31,0,720804,8.1,747240,8.4,106482,106482,0,0,0,357487,0,0,80.9,0,0
4374,In Compliance,24523-Denver / Leetsdale & Monaco,6611 Leetsdale Drive,80224,1985,Portfolio Manager,Building,Self-Storage Facility,Self-Storage Facility,Commercial,,62320,2020-12-31,0,292057,4.7,302272,4.9,37209,37209,0,0,0,165100,0,0,30.4,0,0
2190,In Compliance,Greenbox I,3310 Brighton Blvd,80216,2013,Portfolio Manager,Building,Self-Storage Facility,Self-Storage Facility,Commercial,,65728,2020-12-31,0,929012,14.1,941291,14.3,208550,108186,100364,0,100364,217441,0,0,74.5,0,0
4382,In Compliance,26802-Denver/Leetsdale DR & Holly,5080 Leetsdale Dr,80246,1997,Portfolio Manager,Building,Self-Storage Facility,Self-Storage Facility,Commercial,,88100,2020-12-31,0,311839,3.5,314875,3.6,68798,68798,0,0,0,77100,0,0,44.1,0,0
5411,In Compliance,Mini U Storage - I-70,3900 E. 45th Avenue,80216,1985,Portfolio Manager,Building,Self-Storage Facility,Self-Storage Facility,Commercial,,70993,2020-12-31,0,209864,3,213755,3,27477,27477,0,0,0,116114,0,0,22.1,0,0
3655,In Compliance,Greenbox III,1385 Santa Fe Dr,80223,2014,Portfolio Manager,Building,Self-Storage Facility,Self-Storage Facility,Commercial,,52048,2020-12-31,0,4299369,82.6,4392976,84.4,1035285,986060,49225,0,49225,766977,0,0,614.1,0,0
3711,In Compliance,1628-Denver - Mexico Av,3888 E Mexico Av,80210,2018,Portfolio Manager,Building,Self-Storage Facility,Self-Storage Facility,Commercial,,88333,2020-12-31,0,1020480,11.6,1099165,12.4,202163,202163,0,0,0,330700,0,0,135.1,0,0
5416,In Compliance,Green Valley Ranch,4170 Tower Road,80249,2008,Portfolio Manager,Building,Self-Storage Facility,Self-Storage Facility,Commercial,,61826,2020-12-31,0,447641,7.2,459554,7.4,66768,66768,0,0,0,219829,0,0,50.5,0,0
5546,In Compliance,CubeSmart #716 - E Hampden Ave (Denver),8930 E. Hampden Avenue,80231,2015,Portfolio Manager,Building,Self-Storage Facility,Self-Storage Facility,Commercial,,76225,2020-12-31,0,1412536,18.5,1449116,19,125408,125408,0,0,0,984645,0,0,125.2,0,0
2294,Not Submitted,Gardens of St Elizabeth 2294,2835 W 32nd Ave,80211,1974,Portfolio Manager,Building,Senior Care Community,Senior Care Community,Institutional,,285920,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4506,Not Submitted,Harvard Square Assisted Living,10200 E. Harvard Ave.,80231,1982,Portfolio Manager,Building,Senior Care Community,Senior Care Community,Multi-Family,,131062,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2343,Not Submitted,Dayspring Villa Assisted Living,3777 W 26th Ave,80211,1995,Portfolio Manager,Building,Senior Care Community,Senior Care Community,Multi-family,,44200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3498,In Compliance,63175-Sunrise at Cherry Creek,251 South Colorado Blvd.,80246,2000,Portfolio Manager,Building,Senior Care Community,Senior Care Community,Institutional,,62000,2020-12-31,48,6008610,96.9,6110491,98.6,772160,772160,0,0,0,3374000,0,0,628.2,0,0
4618,In Compliance,HighPointe Assisted Living & Memory Care,6383 E. Girard Place,80222,2013,Portfolio Manager,Building,Senior Care Community,Senior Care Community,Institutional,,45000,2020-12-31,32,4937106,109.7,5097850,113.3,661000,661000,0,0,0,2681774,0,0,526.8,0,0
4588,In Compliance,Amberwood Care Center,4686 e asbury circle,80222,1979,Portfolio Manager,Building,Senior Care Community,Senior Care Community,Institutional,,27620,2020-12-31,70,4017788,145.5,4209816,152.4,350421,350421,0,0,0,2822152,0,0,353.7,0,0
5510,In Compliance,Uptown Healthcare,745 east 18th ave,80203,1964,Portfolio Manager,Building,Senior Care Community,Senior Care Community,Institutional,,32600,2020-12-31,75,3930251,120.6,3970223,121.8,379323,379323,0,0,0,2636000,0,0,360.6,0,0
5311,In Compliance,Eastern Star Masonic Retirement Campus,2445 S. Quebec Street,80231,1931,Portfolio Manager,Building,Senior Care Community,Senior Care Community,Institutional,,128096,2020-12-31,85,6924938,54.1,6922529,54,913211,913211,0,0,0,3809063,0,0,733.3,0,0
1939,In Compliance,Marycrest Assisted Living -Serenity (2850),2850 Columbine Road,80221,1998,Portfolio Manager,Building,Senior Care Community,Senior Care Community,Multi-family,,55240,2020-12-31,79,4565660,82.7,4624857,83.7,518951,518951,0,0,0,2795000,0,0,450.2,0,0
4550,In Compliance,Highline Rehabilitation/Sequoia Care Community LLC.,6060 East Iliff Avenue,80222,1973,Portfolio Manager,Building,Senior Care Community,Senior Care Community,Institutional,,40087,2020-12-31,61,7054279,176,7438263,185.6,558544,558544,0,0,0,5148528,0,0,598.2,0,0
5520,In Compliance,Rosemark at Mayfair Park,833 Jersey St,80220,2016,Portfolio Manager,Building,Senior Care Community,Senior Care Community,Multi-Family,,88000,2020-12-31,45,6079792,69.1,6196384,70.4,1106603,1106603,0,0,0,2304062,0,0,765.8,0,0
1940,In Compliance,Marycrest Assisted Living - Harmony (2800),2800 Columbine Road,80221,1998,Portfolio Manager,Building,Senior Care Community,Senior Care Community,Multi-family,,28546,2020-12-31,77,2638376,92.4,2682202,94,301986,301986,0,0,0,1608000,0,0,261,0,0
2798,In Compliance,Montview Manor,1663 Steele St.,80206,1962,Portfolio Manager,Building,Senior Care Community,Senior Care Community,Multi-Family,,77112,2020-12-31,44,6196649,80.4,6395506,82.9,433074,433074,0,0,0,4719000,0,0,502.5,0,0
3783,In Compliance,Porter Place Retirement Community,1001 E. Yale Ave.,80210,1984,Portfolio Manager,Building,Senior Care Community,Senior Care Community,Multi-family,,166993,2020-12-31,38,8429004,50.5,8553711,51.2,1730071,1730071,0,0,0,2526000,0,0,1140.1,0,0
3885,In Compliance,Autumn Heights Health Care Center,3131 south Federal Blvd,80236,1974,Portfolio Manager,Building,Senior Care Community,Senior Care Community,Institutional,,54000,2020-12-31,49,6407628,118.7,6783255,125.6,617053,617053,0,0,0,4302243,0,0,587.3,0,0
5839,In Compliance,Balfour at Central park,2979 Uinta st.,80238,2017,Portfolio Manager,Building,Senior Care Community,Senior Care Community,Institutional,,63282,2020-12-31,73,4025861,63.6,4062567,64.2,744026,744026,0,0,0,1487245,0,0,511.6,0,0
3651,In Compliance,"InnovAge Denver, Bldg ID 3651",1265 South Broadway,80201,1975,Portfolio Manager,Building,Senior Care Community,Senior Care Community,Commercial,,36561,2020-12-31,0,2072638,56.7,2106138,57.6,296947,296947,0,0,0,1059456,0,0,228.9,0,0
4551,In Compliance,Holly Heights Nursing Center,6000 E. Iliff Ave.,80222,1976,Portfolio Manager,Building,Senior Care Community,Senior Care Community,Institutional,,27000,2020-12-31,78,6876695,254.7,7194729,266.5,479102,479102,0,0,0,5242000,0,0,557,0,0
4939,In Compliance,63291-Sunrise of Pinehurst,5195 West Quincy Ave,80236,1998,Portfolio Manager,Building,Senior Care Community,Senior Care Community,Multi-Family,,62899,2020-12-31,79,5020151,79.8,5220580,83,739200,739200,0,0,0,2498000,0,0,562.5,0,0
4572,In Compliance,Jewell Care Center of Denver,4450 East Jewell Avenue,80222,1963,Portfolio Manager,Building,Senior Living Community,Senior Living Community,Institutional,,45673,2020-12-31,53,6063119,132.8,6401315,140.2,603200,603200,0,0,0,4005000,0,0,563.5,0,0
4051,Not Submitted,26425-Village at Lowry,150 Quebec Ct,80230,2000,Portfolio Manager,Building,Senior Living Community,Senior Living Community,Multi-Family,,151300,2020-12-31,41,8598744,56.8,8679938,57.4,1471789,1471789,0,0,0,3577000,0,0,1045.8,0,0
4943,In Compliance,24308-Brookdale Pinehurst Park,3790 W. Quincy Avenue,80236,1999,Portfolio Manager,Building,Senior Living Community,Senior Living Community,Institutional,,27093,2020-12-31,67,2441960,90.1,2580534,95.2,340756,340756,0,0,0,1279300,0,0,266.1,0,0
2768,In Compliance,Carrie Escalante,1535 Park Ave,80218,1950,Portfolio Manager,Building,Senior Living Community,Senior Living Community,Multi-family,,45000,2020-12-31,69,4304337,95.7,4346853,96.6,806352,806352,0,0,0,1553065,0,0,551.3,0,0
4827,In Compliance,Belleview Suites at DTC,4901 South Monaco Street,80237,1997,Portfolio Manager,Building,Senior Living Community,Senior Living Community,Multi-Family,,26862,2020-12-31,19,3829655,142.6,3850902,143.4,789758,789758,0,0,0,1135000,0,0,519.5,0,0
2409,In Compliance,The Barth Hotel,1514 17th st,80202,1918,Portfolio Manager,Building,Senior Living Community,Senior Living Community,Multi-family,,32000,2020-12-31,99,2457249,76.8,2497928,78.1,289952,289952,0,0,0,1467934,0,0,246.6,0,0
4277,Not Submitted,The Courtyards at Mountain View,8101 EAST MISSISSIPPI AVENUE,80247,2007,Portfolio Manager,Building,Senior Living Community,Senior Living Community,Institutional,,600000,2020-12-31,100,11263954,18.8,11137231,18.6,1460174,1460174,0,0,0,6281839,0,0,1182.7,0,0
4009,In Compliance,374-Manor Care Health Services,290 South Monaco Parkway,80224,1988,Portfolio Manager,Building,Senior Living Community,Senior Living Community,Institutional,,61291,2020-12-31,75,6844025,111.7,6978518,113.9,1216889,1216889,0,0,0,2692000,0,0,850.6,0,0
2439,In Compliance,Balfour at Riverfront Park,1500 Little Raven St.,80202,2014,Portfolio Manager,Building,Senior Living Community,Senior Living Community,Multi-Family,,430352,2020-12-31,51,16525106,38.4,16641484,38.7,2750276,2750276,0,0,0,7141164,0,0,1978.5,0,0
2348,In Compliance,Little Sisters of the Poor,3629 West 29th Ave.,80211,1917,Portfolio Manager,Building,Senior Living Community,Senior Living Community,Commercial/Residential Mixed-use,,109639,2020-12-31,14,14032516,128,14148553,129,1533440,1533440,0,0,0,8800418,0,0,1359.1,0,0
5398,In Compliance,Hallmark Nursing Center,3701 w. radcliff ave,80236,1985,Portfolio Manager,Building,Senior Living Community,Senior Living Community,Institutional,,55000,2020-12-31,90,4379888,79.6,4406904,80.1,1131799,1131799,0,0,0,518190,0,0,685.6,0,0
4595,In Compliance,Clermont Park,2479 S Clermont St.,80222,1983,Portfolio Manager,Building,Senior Living Community,Senior Living Community,Institutional,,266753,2020-12-31,55,23689677,88.8,24594146,92.2,2707408,2707408,0,0,0,14452001,0,0,2341.9,0,0
4338,In Compliance,Monaco Parkway Health and Rehab,895 S. Monaco Parkway,80224,1964,Portfolio Manager,Building,Senior Living Community,Senior Living Community,Institutional,,51613,2020-12-31,58,5960067,115.5,6250989,121.1,616960,616960,0,0,0,3855000,0,0,563.5,0,0
1973,In Compliance,The Argyle Park Sq,3883 quitman St,80212,1981,Portfolio Manager,Building,Senior Living Community,Senior Living Community,Multi-Family,,41943,2020-12-31,7,6098922,145.4,6098922,145.4,207216,207216,0,0,0,5391903,0,0,406.9,0,0
4346,In Compliance,Bldg 2,6800 Leetsdale Drive,80224,1987,Portfolio Manager,Building,Senior Living Community,Senior Living Community,Multi-Family,,35336,2020-12-31,92,3977939,112.6,4248606,120.2,359595,359595,0,0,0,2751000,0,0,355.2,0,0
4636,Exempt,Tamarac Shopping Center,3333 S Tamarac Dr,80231,1974,Portfolio Manager,Building,Strip Mall,Strip Mall,Commercial,,33112,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3857,Not Submitted,Brentwood Center,1951 S Federal Blvd,80219,1959,Portfolio Manager,Building,Strip Mall,Strip Mall,Commercial,,100093,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5542,Exempt,Southwest Commons - Unit A&B,8601 W. Cross Drive,80123,1987,Portfolio Manager,Building,Strip Mall,Strip Mall,Commercial,,26400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1942,Not Submitted,Regis Square,5115 Federal Blvd,80221,1979,Portfolio Manager,Building,Strip Mall,Strip Mall,Commercial,,59839,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4608,In Compliance,University Hills Bldg 2780,2780 S Colorado Blvd,80222,1996,Portfolio Manager,Building,Strip Mall,Strip Mall,Commercial,,87000,2020-12-31,0,5705229,65.6,5842301,67.2,1137292,1137292,0,0,0,1824787,0,0,758.2,0,0
5085,In Compliance,PLAZA ON THE GREEN - Bldg B,8100 W. Crestline Blvd,80123,1989,Portfolio Manager,Building,Strip Mall,Strip Mall,Commercial,,76516,2020-12-31,0,6500268,85,6738255,88.1,1177696,1177696,0,0,0,2481968,0,0,816.6,0,0
3697,In Compliance,Colorado 1485 LLC,1485 S. Colorado Blvd.,80222,1981,Portfolio Manager,Building,Strip Mall,Strip Mall,Commercial,,74053,2020-12-31,0,3077798,69.9,3237544,73.5,512409,512409,0,0,0,1329460,0,0,368.6,0,0
4773,In Compliance,7800 E Hampden Ave,7800 E Hampden Ave,80231,1979,Portfolio Manager,Building,Strip Mall,Strip Mall,Commercial,,27560,2020-12-31,0,3839726,139.3,3897305,141.4,431654,431654,0,0,0,2366924,0,0,376.7,0,0
4607,In Compliance,University Hills Bldg 2730,2730 S Colorado Blvd,80222,1996,Portfolio Manager,Building,Strip Mall,Strip Mall,Commercial,,59610,2020-12-31,0,4429935,74.3,4480689,75.2,780547,780547,0,0,0,1766707,0,0,547.7,0,0
4737,In Compliance,Village Square East,8960 E Hmpden Ave,80231,1971,Portfolio Manager,Building,Strip Mall,Strip Mall,Commercial,,53690,2020-12-31,0,4177553,77.8,4238135,78.9,484640,484640,0,0,0,2523960,0,0,415.9,0,0
4527,In Compliance,Villa Monaco,2253 S Monaco Pkwy,80222,1978,Portfolio Manager,Building,Strip Mall,Strip Mall,Commercial,,87657,2020-12-31,0,9405421,107.3,9766410,111.4,1121501,1121500,0,0,0,5578862,0,0,948.4,0,0
5535,Exempt,Southwest Commons - Unit GF,8500 W. Crestline Dr.,80123,1987,Portfolio Manager,Building,Strip Mall,Strip Mall,Commercial,,38066,2020-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4708,In Compliance,Hampden Plaza,10005-10021 E. Hampden Ave.,80231,1975,Portfolio Manager,Building,Strip Mall,Strip Mall,Commercial,,30756,2020-12-31,0,2941378,95.6,2981201,96.9,329232,329232,0,0,0,1818038,0,0,288,0,0
2137,In Compliance,RAPS ENTERPRISES INC,3330 DOWNING ST,80205,1963,Portfolio Manager,Building,Strip Mall,Strip Mall,Commercial,,28892,2020-12-31,0,2379899,82.4,2425361,83.9,379397,379397,0,0,0,1085395,0,0,278.3,0,0
2599,In Compliance,Sage Building,1575 Welton Street,80202,1974,Portfolio Manager,Building,Strip Mall,Strip Mall,Commercial,,59796,2020-12-31,0,6967101,116.5,6967101,116.5,1591586,1591586,0,0,0,1536609,0,0,1007.1,0,0
3741,In Compliance,University Hills West,2553 S. Colorado Blvd,80222,1996,Portfolio Manager,Building,Strip Mall,Strip Mall,Commercial,,67920,2020-12-31,0,2852534,42,2854494,42,456789,456789,0,0,0,1293971,0,0,334.3,0,0
5069,In Compliance,Plaza on the Green Bldg #A,8100 W. Crestline Blvd,80123,1987,Portfolio Manager,Building,Strip Mall,Strip Mall,Commercial,,30322,2020-12-31,0,7440863,245.4,7569365,249.6,950858,950858,0,0,0,4196535,0,0,775.8,0,0
4772,In Compliance,TIFFANY PLAZA,7300 East Hampden Avenue,80231,1979,Portfolio Manager,Building,Strip Mall,Strip Mall,Commercial,,141818,2020-12-31,0,2708186,19.1,2727405,19.2,381713,381713,0,0,0,1405782,0,0,296.6,0,0
4606,In Compliance,UHS Shopping Center,2890 South Colorado Boulevard,80222,1967,Portfolio Manager,Building,Strip Mall,Strip Mall,Commercial,,37270,2020-12-31,0,6999772,187.8,7310888,196.2,583574,583574,0,0,0,5008617,0,0,605.4,0,0
5539,In Compliance,Village West Shopping Center,8555 W Belleview Ave,80123,1982,Portfolio Manager,Building,Strip Mall,Strip Mall,Commercial,,98682,2020-12-31,0,10553931,106.9,10902160,110.5,1554915,1554915,0,0,0,5248561,0,0,1182.9,0,0
1598,In Compliance,Wells Fargo Shopping Plaza,4701 Peoria St,80239,1986,Portfolio Manager,Building,Strip Mall,Strip Mall,Commercial,,42965,2020-12-31,0,8739658,203.4,8755882,203.8,1123741,1123741,0,0,0,4905453,0,0,914,0,0
4594,In Compliance,University Hills Plaza LLC,2466 S Colorado Blvd,80226,1955,Portfolio Manager,Building,Strip Mall,Strip Mall,Commercial,,272593,2020-12-31,0,7198044,26.4,7219047,26.5,1114913,1114913,0,0,0,3393960,0,0,828.5,0,0
4454,In Compliance,The Florida Mall,1550 South Colorado Boulevard,80222,1990,Portfolio Manager,Building,Strip Mall,Strip Mall,Commercial,,55370,2020-12-31,0,5121771,92.5,5182632,93.6,767115,767115,0,0,0,2504375,0,0,579.1,0,0
3706,In Compliance,Boulevard Center - 3706,1685 South Colorado Blvd.,80222,1985,Portfolio Manager,Building,Strip Mall,Strip Mall,Commercial,,50749,2020-12-31,0,4340754,85.5,4481941,88.3,669119,669118,0,0,0,2057722,0,0,498.4,0,0
3401,In Compliance,The Plaza at Cherry Creek,201 University Boulevard,80206,1989,Portfolio Manager,Building,Strip Mall,Strip Mall,Commercial,,47757,2020-12-31,0,5645020,118.2,5724292,119.9,899657,899657,0,0,0,2575390,0,0,659.9,0,0
3592,In Compliance,Far East Center - Building 1,333 S. Federal Blvd,80219,1987,Portfolio Manager,Building,Strip Mall,Strip Mall,Commercial,,32584,2020-12-31,0,6225726,191.1,6358549,195.1,560019,560019,0,0,0,4314941,0,0,554.8,0,0
4333,In Compliance,600 S Holly,600 S. Holly St,80246,1961,Portfolio Manager,Building,Strip Mall,Strip Mall,Commercial,,32865,2020-12-31,0,1735222,52.8,1753436,53.4,320012,320012,0,0,0,643340,0,0,220.2,0,0
4349,In Compliance,Oneida Square,909 S. Oneida Street,80224,1979,Portfolio Manager,Building,Strip Mall,Strip Mall,Commercial,,26518,2020-12-31,0,4958365,187,5091339,192,520285,520285,0,0,0,3183152,0,0,471.6,0,0
4522,In Compliance,Monaco Village,2200 S. Monaco Pky,80224,1984,Portfolio Manager,Building,Strip Mall,Strip Mall,Commercial,,61338,2020-12-31,0,2529158,41.2,2655238,43.3,286316,286316,0,0,0,1552249,0,0,248.9,0,0
1975,Not Submitted,0244 - 44th/Lowell Safeway,3800 W 44th Ave,80211,1983,Portfolio Manager,Building,Supermarket/Grocery Store,Supermarket/Grocery Store,Commercial,,49617,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5138,Not Submitted,DENVER,197 E MISSISSIPPI AVE,80209,2015,Portfolio Manager,Building,Supermarket/Grocery Store,Supermarket/Grocery Store,Commercial,,27000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3448,Not Submitted,2375 E 1st Ave - Whole Foods,2375 E 1st Ave,80206,1999,Portfolio Manager,Building,Supermarket/Grocery Store,Supermarket/Grocery Store,Commercial Condominium,,53126,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2741,Exempt,2246,757 East 20th Ave,80205,1987,Portfolio Manager,Building,Supermarket/Grocery Store,Supermarket/Grocery Store,Commercial,,51774,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2808,Not Submitted,DENVER CO,3625 E COLFAX AVE,80206,2013,Portfolio Manager,Building,Supermarket/Grocery Store,Supermarket/Grocery Store,Commercial,,26122,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4054,Not Submitted,3836 - Lowry,200 Quebec St #400,80230,2002,Portfolio Manager,Building,Supermarket/Grocery Store,Supermarket/Grocery Store,Commercial,,50250,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3962,In Compliance,62000005-Denver,1355 Krameria Street,80220,1991,Portfolio Manager,Building,Supermarket/Grocery Store,Supermarket/Grocery Store,Commercial,,63567,2020-12-31,77,10418214,163.9,10536299,165.8,2101397,2101396,0,0,0,3248249,0,0,1394.4,0,0
5024,In Compliance,Costco #0443 SW Denver,7900 W Quincy Ave,80123-1350,1991,Portfolio Manager,Building,Supermarket/Grocery Store,Supermarket/Grocery Store,Commercial,,131625,2020-12-31,70,23580374,179.1,24099526,183.1,4172149,4172149,0,0,0,9345000,0,0,2922.3,0,0
